SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.569702885,68,0,0.315985625,15025,13,0,2,0,1
0,0.9999999,38,1,0.962229217,5400,15,0,2,0,2
0,0.000526311,48,1,0.686420905,15000,24,0,3,0,3
0,0,37,0,0.315164221,4292,4,0,1,0,0
0,0.024890467,39,0,0.882879656,5583,12,0,1,0,0
0,0.205676486,57,0,0.130309575,8333,8,0,1,0,0
0,0.46273576,64,0,0.575630741,8600,32,0,3,0,0
0,0.525949135,48,0,0.496899595,8385,6,0,2,0,0
0,0.9999999,66,0,42,1159,0,0,0,0,0
0,0.040097703,69,0,36,1,8,0,0,0,0
0,0.422420977,54,0,0.230077519,3224,5,0,0,0,3
0,0.821584012,65,2,0.794296017,6100,19,0,1,0,0
0,0.09027249,68,1,0.229598893,26750,14,0,2,0,3
0,0.407424351,52,0,0.16459276,3535,3,0,0,0,0
0,0.661601858,59,0,0.336811216,9200,13,0,0,0,0
0,0.125798586,35,0,0.455700609,5744,8,0,2,0,0
0,0.510226512,38,0,1025,1159,10,0,0,0,0
0,0.155168966,49,0,0.101992715,9333,6,0,1,0,5
0,0.597803975,46,0,0.351187531,8083,13,0,2,0,2
0,0.243547917,61,1,0.389582333,4165,9,0,1,0,2
0,0.946776156,35,0,0.293482607,2500,8,0,0,0,0
0,0.018856705,66,0,0.442185938,3000,23,0,1,0,0
0,0.266436678,31,0,0.689306764,3562,8,0,1,0,0
0,0,55,0,5244,2554,7,0,1,0,1
0,0.009658441,57,0,0.131973605,5000,14,0,1,0,0
0,0.586109464,66,0,0.312365502,6040,6,0,0,0,0
0,0.300769501,33,0,0.23238174,7250,6,0,1,0,0
0,0.006948666,29,0,0.19187222,4945,13,0,0,0,0
0,0.999692355,72,0,0.100378788,3167,1,0,0,0,0
0,0.188842147,57,0,1243,2554,6,0,1,0,0
0,0.049508911,86,0,0.085700869,4258,6,0,0,0,0
1,0.048073681,60,2,2421,2554,20,0,1,0,3
0,0.625118294,34,0,0.689292543,6275,13,1,2,0,2
0,0.433504306,62,0,0.212807667,4590,11,0,0,0,0
0,0.063221043,65,0,0.875936719,1200,4,0,1,0,0
0,0.00348285,43,0,0.233399829,3508,19,0,0,0,0
0,0.969907969,59,0,0.473717774,21953,15,0,2,0,1
0,0.531080364,33,0,0.16243232,2400,5,0,0,0,3
1,0.373745733,42,1,0.525573524,5317,9,0,2,0,2
0,0.42418078,47,0,0.332948866,2600,5,0,0,0,1
0,0.874334911,49,4,2146,2554,9,4,1,0,0
0,0.038032609,59,0,1320,8311,6,0,2,0,2
0,0.845077461,37,0,0.740041593,6250,6,0,2,1,0
1,0.9999999,53,1,0.21299188,1600,2,4,0,0,0
0,0.231766613,58,0,0.090909091,3750,3,0,0,0,2
0,0.075495391,64,1,0.500595096,4200,16,0,1,0,0
0,0.102465487,45,0,0.533719487,4833,10,0,1,0,2
0,0.077386071,33,1,0.977502812,2666,20,0,1,0,1
0,0.883182488,49,0,0.183736947,4500,18,0,0,0,2
0,0.732428502,31,0,0.133118493,4033,6,0,0,0,0
0,0.208315196,68,0,0.2779017,13000,10,0,2,0,0
0,0.087753992,58,0,0.05038609,18000,14,0,1,0,2
0,0.007764046,45,0,0.211583761,7216,12,0,1,0,0
0,0.67489406,52,1,0.6165786,9083,26,1,2,0,1
0,0.379317392,42,0,0.201550388,8900,7,0,1,0,3
0,0.444331221,61,0,0.125553914,3384,7,0,0,0,0
0,0.215421273,88,0,0.303262956,4167,5,0,1,0,0
0,0.014759912,75,0,14,1159,3,0,0,0,0
0,0.00359952,74,0,0,1500,4,0,0,0,0
0,0.119745723,31,0,0.595744681,6250,6,0,2,0,0
0,0.08258025,56,0,494,1159,10,0,0,0,0
0,0.003599949,46,0,0.00308642,2267,5,0,0,0,0
0,0.183167616,35,0,0.180653427,3121,12,0,0,0,1
0,0,36,0,0.167093953,6630,11,0,0,0,0
0,0.134187829,53,0,0.968352789,3854,10,0,2,0,3
0,0.012125527,63,0,0.18892443,10003,10,0,1,0,0
0,0.003468267,46,0,0.185191173,12370,5,0,1,0,3
0,0.635349197,58,0,2425,2554,4,0,1,0,0
0,0.01321001,50,0,0.163492892,15333,26,0,3,0,0
0,0.078918976,57,0,1283,0,11,0,1,0,0
0,0.18682623,52,0,0.628674265,5000,14,1,2,0,2
0,0.827715721,61,1,0.158249158,4157,5,0,0,0,1
0,0.35819601,62,0,1809,8311,14,0,2,0,2
0,0.005462248,78,0,0.261866667,3749,14,0,1,0,0
1,0.9999999,39,0,0.246419817,7750,1,1,1,1,2
0,0.099180164,31,0,0.008269344,1692,1,0,0,0,0
0,0.9999999,24,0,0.032845412,2800,1,0,0,0,0
0,0.095622217,29,0,0.019111861,1778,3,0,0,0,0
0,0.920154264,32,0,0.174610556,4300,3,0,0,0,1
0,0.019808581,72,0,12,1159,2,0,0,0,0
0,0.20717554,57,0,204,1159,5,0,0,0,0
0,0.263982401,43,0,0.244918361,3000,6,0,0,0,0
0,0.316922198,64,0,2593,2554,8,0,1,0,0
0,1.004266382,48,0,0.297866005,10074,8,0,1,0,0
0,0.069375453,46,0,0.115135834,6183,14,0,0,0,0
0,0.763225256,67,1,0.678526475,11916,11,0,3,0,0
0,0.216428467,33,0,756,1159,6,0,0,0,0
0,0.04104915,34,0,0.277816984,4250,16,0,2,0,0
0,0.001842614,86,0,268,2554,5,0,1,0,0
0,0,58,0,0.264157341,2948,10,0,0,0,0
0,0.9999999,47,0,0.395730213,20000,4,0,1,0,4
0,0.14481993,41,0,0.135552064,7000,8,0,0,0,4
1,0.9999999,79,0,190,1159,0,0,0,0,0
0,0.018148921,63,0,0.037924152,1001,7,0,0,0,0
0,0.03839616,58,0,0.001466471,7500,2,0,0,0,0
0,0.116870192,46,0,0.335264437,5350,6,0,1,0,3
0,0.661588035,67,0,0.254677903,7000,12,0,2,0,0
0,0.250093748,52,0,0.6087989,8000,8,0,2,0,2
0,0.263582624,42,0,0.317192707,5100,10,0,1,0,0
0,0.060663778,38,0,1607,2554,6,0,1,0,0
0,0.829078801,34,1,1.094316052,1600,7,1,2,0,0
0,0.020319812,88,0,0.042045768,7253,8,0,1,0,0
0,0.174224455,64,0,0.095741169,6057,7,0,0,0,1
0,0.13217581,43,0,0.442963544,2550,3,0,1,0,0
0,0.268919796,56,0,2582,2554,12,0,1,0,0
0,0.282581387,46,0,0.392418871,7333,22,0,3,0,3
0,0.569486103,29,0,0.035387177,2401,1,0,0,0,2
0,0.464238394,41,0,0.401782653,5833,6,0,2,0,0
0,0.9999999,38,0,0.020337815,2900,2,3,0,1,2
0,0.9999999,39,5,0.37523211,7000,3,0,1,0,1
0,0.053270398,68,0,0.056259503,1972,5,0,0,0,0
0,0.849766413,41,0,0.218520986,1500,6,0,0,0,3
0,0.14908614,63,0,0.249456758,2300,7,0,0,0,0
0,0.095738063,52,0,0.787256732,3750,10,0,2,0,0
0,0,59,0,0.103702372,22255,4,0,1,0,0
0,0.024090878,70,0,0.196760648,5000,9,0,1,0,0
0,0.999929088,35,0,0.379374375,7000,5,0,1,0,1
0,0.799643149,37,0,0.349900029,3500,17,0,0,0,2
0,0.069546252,44,0,0.079168333,2500,7,0,0,0,2
0,0.089724962,58,0,358,1159,10,0,0,0,0
0,0.100519984,56,0,123,1159,6,0,0,0,0
0,0.47726713,41,0,5362,8311,12,0,4,0,2
0,0.523912614,73,0,4390,1159,12,0,0,0,0
0,0.026189806,31,3,0.289536837,8333,5,0,2,1,0
0,0.9999999,62,1,0.374202806,6271,4,0,2,0,0
0,0.950539928,36,0,5.331114809,600,5,0,2,0,3
0,0.025148309,73,0,0.111530642,10328,9,0,0,0,0
0,0.9999999,23,0,60,1159,0,0,0,0,0
0,0.564295714,29,0,0.270614693,4001,8,0,0,0,0
0,0.341868482,46,0,0.574242576,10000,17,0,2,0,2
0,0.700614198,52,0,0.865961199,1700,4,0,1,0,1
0,0.061446928,54,1,0.335543627,9500,7,0,2,0,3
0,0.203721208,43,0,0.08637103,37500,6,0,1,0,2
0,0.9999999,46,1,0.090578697,3576,2,1,0,1,2
0,0.033067319,66,0,282,0,7,0,0,0,0
0,0.176534755,55,2,0.420998456,1942,5,0,1,0,1
0,0.9999999,53,0,0.355265789,25000,12,0,3,0,0
0,0.733247185,65,1,0.308191545,5700,6,0,1,0,0
0,0.03298193,58,0,0.37881385,2916,14,0,1,0,0
0,0.255492412,58,0,0.233741301,12500,11,0,2,0,1
0,0.288722202,79,0,0.4162799,2800,25,0,1,0,1
0,0.684300807,41,1,0.367184677,5533,11,0,1,0,3
0,0.064616479,54,0,1611,2554,11,0,1,1,0
0,0.007999529,72,0,0.00078416,5100,1,0,0,0,0
1,0.918216357,32,0,330,1159,2,1,0,1,0
0,0.112108527,72,0,0.224977502,10000,7,0,1,0,0
0,1.009925741,53,0,0.439404848,4166,10,0,1,0,0
0,0,61,0,0.16661299,18629,6,0,2,0,1
0,0.08137027,35,0,0.011465138,7500,3,0,0,0,2
0,0.572460007,43,0,0.767297048,4335,12,0,3,0,0
0,0.9999999,82,0,0,5356,4,0,0,0,0
0,0.012082211,61,0,0.229893053,11500,12,0,1,0,1
0,0.892003484,60,0,3955,8311,12,0,2,0,0
0,0.9999999,38,0,57,1159,1,0,0,0,0
0,0.010732976,50,0,0.243388834,6125,5,0,1,0,0
1,0.534616346,41,0,0.051985147,3500,3,0,0,0,0
0,0.036194944,54,0,0.25494901,3333,9,0,0,0,1
1,0.699283852,54,0,0.697257114,3900,15,0,1,0,2
0,0.05092404,62,0,666,1159,5,0,0,0,0
0,0.350204338,47,0,787,0,13,0,0,0,0
0,0.535653033,38,0,0.49508314,5592,12,0,2,0,0
0,0.001772647,56,0,80,1159,5,0,0,0,0
0,0.105766818,57,4,0.173623234,6300,13,0,0,0,5
0,0.145755143,51,0,1692,8311,7,0,2,0,2
0,0.812182029,47,1,0.155207504,11300,8,0,0,1,0
0,0.460362805,60,2,0.31667508,5942,6,1,0,0,0
0,0.9999999,33,0,1054,1159,4,0,0,0,0
0,0.084212865,58,0,0.28887977,12184,21,0,2,0,3
0,0.071223184,58,0,0.041991602,3333,13,0,0,0,0
0,0.350990123,63,1,1.110419907,4500,13,0,3,1,1
0,0.016287181,61,0,0.007998,4000,7,0,0,0,0
1,0.13094009,39,0,0.077288942,9250,3,0,0,0,0
0,0,56,0,0.298438935,3266,8,0,1,0,0
0,0.008200022,53,0,0.36262359,7180,11,0,1,0,0
0,0.071994667,55,0,0.25074985,5000,5,0,2,0,0
0,0.111707902,60,0,58,1159,3,0,0,0,0
0,0.091928836,72,0,157,1159,3,0,0,0,0
0,0.131140841,50,0,0.586555663,14533,12,0,7,0,2
0,0.433571345,43,1,0.133457769,15000,9,0,1,0,0
1,0.696897375,46,0,0.244471372,3300,7,1,0,0,0
0,0.012513524,66,0,0.005999,6000,9,0,0,0,0
0,0,72,0,0.546715017,4687,8,0,2,0,0
0,0.016926593,55,0,0.002591793,20834,7,0,0,0,1
0,0.331670823,48,0,0.019836826,6250,1,1,0,0,0
0,0,48,0,0.463563705,4253,8,0,1,0,1
0,0,52,0,0,3647,1,0,0,0,0
0,0.723579467,37,0,0.224520309,8025,8,0,0,0,1
0,0.155672582,56,0,0.180790034,6100,17,0,1,0,0
0,0.049955915,62,0,4102,2554,9,0,1,0,0
0,0.096508325,71,0,0.056958064,4792,7,0,0,0,1
0,0.078797047,51,1,0.154307758,2332,9,0,0,0,3
0,0.004672252,69,0,2080,2554,14,0,1,0,0
0,0.423050254,30,0,1820,2554,6,0,1,0,0
0,0.516848837,74,0,0.501585384,6622,11,0,4,0,1
0,0.718664406,57,2,0.603788477,3800,14,0,1,0,0
0,0.092994741,59,0,0.382970043,17157,10,0,2,0,0
0,0.148258074,66,0,0.23820556,4747,10,0,0,0,2
0,0,39,0,0.399244612,4500,9,0,0,0,3
0,0.01339206,45,0,0.628409676,3885,6,0,1,0,0
1,0.06908456,28,0,0.517197248,6250,12,0,2,0,3
0,0.9999999,31,0,0.112401649,2668,1,0,0,0,0
0,0.086927525,54,0,0.36899262,16666,24,0,2,0,0
0,0.713269879,38,0,0.519469585,4750,9,0,1,0,2
0,0.010833022,91,0,0.001553234,7081,3,0,0,0,0
0,0.01661201,28,0,390,1159,7,0,0,0,0
0,0.395296292,62,3,0.195300783,6000,18,2,0,2,1
0,0.629804349,35,0,0.785200221,5418,10,0,1,0,1
0,0.915149962,28,0,0.110298598,1640,6,0,0,0,0
0,0.16559172,64,0,99,1159,1,0,0,0,0
0,0.093250698,66,0,0.384405671,5501,14,0,1,0,0
0,0.190470855,63,0,0.507859243,9860,8,0,1,0,0
0,0.150372371,38,0,5198,8311,13,0,2,0,0
0,0.007874803,31,0,0.001858736,4841,3,0,0,0,0
0,0.127429086,58,0,0.584227718,15000,8,0,3,0,0
0,0.406378833,58,0,0.478302111,21084,24,0,8,0,1
0,0.460384904,58,2,0.382131559,9166,12,0,2,0,0
0,0.099263358,77,0,1680,8311,6,0,2,0,1
0,0.000393864,60,0,909,1159,7,0,0,0,3
0,0.9999999,80,0,0,5969,0,0,0,0,1
0,0.027606785,74,0,0.0029997,10000,5,0,0,0,0
0,0.040120166,58,0,0.400134801,4450,16,0,2,0,1
0,0.053211571,64,0,0.355411147,4000,6,0,2,0,0
0,0.043950288,52,0,451,1159,3,0,0,0,0
0,0,71,0,0.219830899,1300,9,0,0,0,0
0,0.713801959,50,0,7483,8311,19,0,2,0,1
0,0.85359872,85,0,0.583854036,4000,12,0,2,0,0
0,0.731490844,37,0,0.346449136,3125,4,0,1,0,0
0,0.923688916,35,0,1.890140845,2129,9,0,2,0,0
0,0.281114592,31,0,0.26792345,3500,4,0,0,0,0
0,0.246097528,61,0,0.37921215,8427,9,0,1,0,0
0,0.877886218,37,0,0.063334983,8083,4,0,0,0,0
0,0.927841471,47,0,0.516915491,7300,10,0,2,0,2
0,0.130569913,31,1,0.508994004,1500,12,0,1,0,0
0,0.324712041,62,0,0.474724439,18416,15,0,4,0,0
0,0.317842627,45,0,0.167945906,5471,7,0,0,0,4
1,1.019993336,39,0,0.630441309,3330,9,0,0,0,2
0,0.051625495,51,0,0.177709639,7500,11,0,1,0,0
0,0.051615923,52,0,72,1159,4,0,0,0,0
0,0.9999999,57,1,3548,8311,8,0,2,0,0
0,0.053389227,62,0,645,0,19,0,0,0,0
0,0.32966686,43,3,0.022438205,8333,4,0,0,0,1
0,0.063169039,32,0,1823,2554,7,0,1,0,0
0,0.135786991,43,0,0.462354373,5750,13,0,1,0,0
0,0,32,0,0,1400,2,0,0,0,0
0,0.000640363,41,0,0.371661191,7000,7,0,2,0,3
0,0.08678719,41,1,0.015623373,9600,5,0,0,0,3
0,0.235528942,45,1,0.075083893,2383,3,1,0,1,0
0,0.677526873,56,2,0.352455943,8000,7,0,1,0,2
1,0.804867449,31,2,0.005641906,81000,5,0,0,0,2
0,0.00815124,67,0,0.41082374,6688,25,0,2,0,1
0,0.997881686,29,0,0.313162658,3866,7,0,0,0,0
1,0.561110917,43,1,0.822672578,4736,20,0,2,0,1
0,0.20303619,61,0,0.04215964,6000,7,0,0,0,0
0,0.078921979,41,0,0.255504261,11263,6,0,1,0,2
0,0.022227301,73,1,0.183389831,5899,5,0,1,0,0
0,0.020745649,75,0,0.039927405,550,6,0,0,0,0
0,0.000760697,71,0,0.27157619,6870,10,0,1,0,0
0,0.186162767,34,0,1.231628454,1700,4,0,1,0,0
0,0.375573796,59,0,0.531928084,3225,13,0,1,0,0
0,0.141601537,34,0,2904,0,6,0,1,0,1
0,0.063780797,55,0,0.186757027,9000,11,0,2,0,2
0,0.060802345,58,0,2287,2554,9,0,1,0,0
0,0.49070186,28,1,0.231034483,1739,3,0,0,0,0
1,0.992403039,22,0,0.029588165,2500,1,0,0,0,0
0,0.965678936,48,2,1.108274141,10417,9,0,6,0,0
0,0.119761183,70,0,0.03811309,3200,2,0,0,0,0
0,0.063084513,39,0,0.54276194,2700,16,0,1,0,1
0,0.511252478,54,0,0.291380999,6125,6,0,1,0,2
0,0,56,0,2244,8311,6,0,2,0,0
0,0.361855258,27,0,27,1159,1,0,0,0,0
0,0.003896204,47,0,0.491392967,9468,11,0,4,0,0
0,0.089211972,41,0,2252,8311,10,0,2,0,0
0,0.063581567,64,0,0.515260323,4455,8,0,2,0,0
1,0.909882486,60,0,0.378929686,4166,9,0,0,0,0
0,0.621053692,58,0,1.693329167,6400,44,0,4,0,0
0,0.446778578,60,0,0.343312178,8350,15,0,1,0,0
0,0.012748406,60,0,1773,2554,7,0,1,0,0
0,0.495469033,57,0,0.418451871,3500,6,0,2,0,2
0,0.150363489,74,0,0.343592023,18000,22,0,1,0,0
0,0.489125906,52,2,619,1159,6,2,0,1,5
0,0.072257123,70,0,2429,8311,9,0,3,0,0
0,0.034898463,59,0,4.521173423,16600,24,0,4,0,0
0,0.023416248,59,0,0.009140246,3500,4,0,0,0,0
0,0.122055277,57,1,0.225234375,12799,17,0,2,0,0
0,0.069025187,31,0,0.436284312,5500,9,1,2,0,1
0,0.682442084,54,1,0.425787106,2000,6,0,0,0,0
0,0.14158695,32,0,0.024621922,8000,9,1,0,0,0
0,0.112057827,66,0,0.243962467,6500,9,0,2,0,0
0,0.304842627,43,0,0.387903024,4000,4,0,1,0,2
1,0.447640526,36,0,0.146638735,5250,8,0,0,0,0
0,0.9999999,21,0,106,1159,1,0,0,0,0
1,0.996001777,47,4,0.518473357,8200,14,0,1,0,0
0,0.000163262,71,0,0.330267893,2500,6,0,1,0,0
0,0.9999999,39,0,1.00660502,2270,5,0,1,0,0
0,0.9999999,41,0,0.520112915,4250,4,0,1,0,2
0,0.012849679,80,0,2134,2554,6,0,1,0,0
0,0.007883825,59,1,0.30326366,8180,12,0,2,0,0
0,0.065221486,49,0,0.082756545,6645,9,0,1,0,2
0,0,38,0,0.250082372,9104,6,0,1,0,4
0,0,85,0,0.001362583,7338,5,0,0,0,0
0,0.914867126,40,0,0.517037339,4900,7,0,1,0,1
0,0.110966493,60,0,0.61978687,7600,17,0,2,0,0
0,0.192789239,39,0,0.410018553,4850,7,0,1,0,3
0,0.049522903,56,0,0.205497382,6875,9,0,1,0,0
0,0.14621243,36,1,0.649524299,11666,13,0,2,0,0
0,0.009358374,63,0,0.119792288,16753,4,0,1,0,1
0,0.029037051,78,0,0.00469953,10000,8,0,0,0,0
0,0.006336841,41,0,0.525523912,1860,6,0,1,0,1
0,0.839274089,55,0,0.526015228,3151,8,0,1,0,0
0,0,47,0,0.165703065,9166,4,0,1,0,2
0,0.381861814,25,0,0.144025443,2200,2,0,0,0,0
0,0.026399379,62,0,0.27380549,8852,8,0,2,0,1
0,0.304567855,44,0,0.649848638,3963,10,0,1,0,2
0,0.955189562,39,0,0.775717183,3450,8,0,1,0,5
0,0.166006162,64,0,0.313156657,6376,15,0,1,0,0
0,0.620579314,47,0,0.939789742,3138,2,0,1,0,0
0,0.116460948,54,1,0.244344457,8000,8,0,2,0,2
0,0.603396603,22,0,0.02247191,800,1,0,0,0,0
0,0.984256994,44,0,0.224089636,4640,9,0,0,0,2
0,0.071571426,52,0,0.225330813,15869,10,0,2,0,2
0,0.200168704,69,0,0.334943639,11177,24,0,2,0,1
0,1.012386827,36,2,0.640907863,3700,9,0,1,0,2
0,0.153541809,70,0,2668,8311,12,0,2,0,1
0,1.002799424,69,0,3919,1159,13,0,0,0,1
0,0.049386156,59,0,0.419872766,3300,12,0,1,0,1
0,0,33,1,0.280671439,4050,5,0,2,0,3
0,0.016931076,58,0,118,1159,4,0,0,0,0
0,0,69,0,0,3720,4,0,0,0,0
0,0.121142759,53,1,0.267473253,10000,12,0,1,0,1
0,0.9999999,66,0,0,2410,1,0,0,0,0
0,0.055464818,65,0,0.004652488,10531,3,0,0,0,0
0,0.271527036,26,0,0.229808493,1200,4,0,0,0,0
0,0.720705831,70,0,0.451545572,10060,9,0,2,0,4
0,0.071784271,57,0,0.418947743,11251,9,0,2,0,2
0,0.02481924,88,0,0.002332945,6000,2,0,0,0,0
0,0.167740502,39,0,0.364211929,3000,3,0,1,0,1
0,0.143181255,55,0,0.378243275,4200,12,0,3,0,0
0,0.614537909,45,0,0.553432571,4500,6,0,1,0,3
0,1.00939812,46,3,0.677397142,5808,5,1,1,0,3
0,0.053459326,62,0,0.02387809,8333,15,0,0,0,0
1,0.750960799,35,2,0.164488017,3671,2,0,0,0,2
0,0.405403475,71,1,3.114885115,1000,13,0,2,1,0
0,0.304479559,38,0,0.249103186,18955,12,0,2,0,2
0,0.066629471,59,0,0.259874013,10000,7,0,1,0,2
0,0.980003999,40,0,0.494438265,3595,6,0,2,0,0
0,0.021408248,76,0,0.00733089,3000,5,0,0,0,0
0,0.038396928,86,0,0.005830904,2400,2,0,0,0,0
0,0.351297405,22,0,0.080933111,4200,4,0,0,0,1
0,0.132956425,48,0,0.630987182,4446,7,0,1,0,2
0,0.758129281,58,0,0.345488766,8500,7,0,2,0,0
0,0.647620977,39,0,0.745298738,4200,13,0,2,0,1
0,0.029736435,67,0,0.01039792,5000,5,0,0,0,2
0,0.286201559,62,1,0.525353521,7000,12,1,2,0,0
1,0.9999999,49,0,0.012473523,4248,2,4,0,0,1
0,0.346777554,45,0,0.195190774,8150,9,0,2,1,0
0,0.519546688,52,0,0.510454218,4160,15,0,2,0,1
0,0.140036594,45,2,0.028564206,3955,7,0,0,1,1
0,0.114561798,40,0,0.359964004,10000,20,0,2,0,2
0,0.023066165,74,0,0.170488374,12428,17,0,2,0,1
0,0.594897289,66,0,0.27876349,5466,9,0,1,0,0
0,0.179489373,44,0,0.494750875,6000,13,0,3,0,2
0,0.286461719,70,0,0.151453435,5400,10,1,0,0,0
0,0.170172433,48,0,0.125948821,22000,6,0,1,0,2
0,0.352326425,53,0,4979,8311,11,0,2,0,5
0,0.847098734,48,0,0.58721908,6540,9,0,0,0,2
0,0.051237191,38,0,1378,2554,7,0,1,0,1
0,0.687044708,31,2,2.079738562,764,6,0,1,0,0
0,0.278891883,62,0,0.429077018,17800,14,0,4,0,1
0,0.09286795,54,0,0.308586427,8000,8,0,2,0,0
0,0.000461493,61,0,0.000184604,5416,21,0,0,0,0
0,0.339901366,35,0,1119.5,1,9,0,2,0,3
0,0.399684229,50,1,0.311783477,8460,9,0,1,1,2
0,0.05404501,78,0,0.211438475,7500,14,0,1,0,0
0,0.033684619,78,0,46,1159,8,0,0,0,0
0,0,38,0,0.514414264,6000,6,0,4,0,1
0,0.9999999,58,1,0.018796241,5000,9,0,0,0,1
0,0.682008676,28,0,0.207754206,4100,8,0,0,0,0
0,0.129786655,49,0,0.469348491,22869,31,0,3,0,5
0,0.587010366,48,0,3436,8311,16,0,2,0,0
0,0.473387449,81,0,0.395646121,7900,11,0,1,0,1
0,0.043156564,46,0,0.03149775,4666,16,0,0,0,2
0,0.015625724,78,1,0.011208725,3300,11,0,0,0,0
0,0.016128599,60,0,1812,2554,8,0,1,1,0
0,0.525760311,58,1,0.443627716,9250,7,0,1,0,0
0,0.692609782,28,3,0.024876911,3858,3,0,0,1,0
0,0.070599151,69,0,0.021331302,10500,8,0,0,0,0
0,0.40321925,28,0,0.041294643,3583,2,0,0,0,0
0,0.612748951,76,0,0.545113722,4000,7,0,1,0,0
0,0.112962851,39,0,4053,2554,2,0,1,0,0
0,0.422207339,50,0,0.947684105,3000,17,0,1,0,2
0,0.582246447,44,2,0.219895288,4583,8,0,0,0,0
0,0.011342695,59,0,0.097276527,14833,7,0,1,0,1
0,0.048491663,38,0,0.52308627,3291,9,0,1,0,1
0,0.270221131,63,0,0.482073911,1812,9,0,1,0,1
0,0,52,0,0.35782649,3238,9,0,1,0,3
0,0.088353372,67,0,872,1159,20,0,0,0,0
0,0.932472196,40,0,0.46149169,4933,11,0,1,0,2
0,0.482583201,44,0,0.182802866,6000,9,0,0,0,0
0,0.061608,80,0,0.113461538,519,4,0,0,0,0
0,0.335463691,75,0,0.499933342,7500,25,0,2,0,1
0,0.132421834,52,0,0.397482649,8500,10,0,1,0,3
0,0.290593323,36,0,0.185008386,7750,8,0,1,0,0
0,0.45410306,70,1,0.570714643,2000,8,0,1,0,0
0,0.201665781,66,1,0.674497622,10300,13,0,7,0,0
0,0.731925765,65,0,0.416097191,3950,10,0,0,0,0
0,0.9999999,28,0,0.008283348,3500,0,0,0,0,0
0,0.003302172,42,0,0.338072258,7666,5,0,2,0,1
0,0.091550469,39,0,0.481172942,3000,10,0,1,0,0
1,0.998996488,55,7,0.817712318,5227,14,1,2,1,0
0,0.303038493,41,0,0.159878161,14116,7,0,1,0,4
0,0.9999999,24,0,0.284792627,1084,2,0,0,0,0
0,0.107037836,49,0,0.224776003,10267,5,0,2,0,1
1,0,46,0,0.008660893,1500,4,1,0,0,0
0,0,63,0,0,5000,1,0,0,0,0
0,0.455090818,32,0,0.172101881,4200,4,0,0,0,0
0,0.722134444,57,1,0.183542908,4532,4,0,1,0,1
0,0.508186654,46,0,0.498826189,11500,10,0,2,0,3
0,0.028813981,69,0,0.004127868,10416,6,0,0,0,0
0,0.053998036,44,0,0.006566184,6700,3,0,0,0,3
0,0.00185005,44,0,3251,2554,11,0,1,0,0
0,0.038389115,35,0,0.671180702,4725,8,0,1,0,0
0,0.109786189,50,0,3766,8311,11,0,2,0,0
0,0.667466507,31,0,0.480220493,3083,5,0,0,0,1
0,0.002148108,63,0,0.280378748,1900,10,1,0,0,0
0,0.138442755,62,0,0.54741533,5609,13,0,3,0,0
0,0,30,0,0.035577771,3400,7,0,0,2,0
0,0.090440201,64,0,0.466723793,3500,9,0,1,0,1
0,0.115594862,42,0,0.258883249,4333,11,0,2,0,0
0,0.022945748,52,1,4206,8311,8,0,2,0,0
0,0.314365766,46,0,0.433729586,9000,23,0,2,0,0
0,0,53,0,0.501287755,17083,8,0,3,0,2
0,0.051847408,62,0,1530,2554,5,0,1,0,0
0,0,75,0,0,10500,4,0,0,0,0
0,0.044770149,38,0,0.208604731,5833,5,0,2,0,0
0,0.950807071,45,0,0.075094543,5552,2,0,0,0,1
0,0.9999999,54,2,1748,8311,7,0,2,0,0
0,0.9999999,26,0,0.017642908,2833,4,0,0,0,0
0,0.057158283,48,1,0.58890185,6000,14,0,2,0,2
0,0.201663466,67,0,882,2554,6,0,1,0,0
0,0.241108769,58,0,0.365245374,8700,21,0,2,0,1
0,0.615887381,44,1,0.076164128,30000,7,0,1,0,0
0,0,88,0,150,1159,4,0,0,0,0
0,0.851376373,55,5,0.542223228,4416,12,0,1,2,0
0,0.030312516,63,1,0.354935622,9319,8,0,2,0,0
0,0.442133912,52,0,0.164257795,11000,6,0,1,0,1
0,0.008258629,73,1,0.074115736,8000,4,0,1,0,0
0,0,34,1,0.328550465,6132,6,0,2,0,0
0,0.161008123,40,0,23,1159,1,0,0,0,0
0,0.052981962,40,0,0.459954005,10000,5,0,3,0,5
0,0.9999999,69,0,964,1159,1,0,0,0,0
0,0.681882404,33,0,1339,1159,5,0,0,0,0
0,0.9999999,28,0,4,0,1,0,0,0,0
0,0.104260217,36,0,0.146974063,3469,4,0,0,0,1
0,0.055071887,54,0,33,1159,4,0,0,0,1
0,0.002959882,49,0,1.093200917,1308,4,0,2,0,1
0,0.9999999,56,0,1059,2554,3,0,1,0,0
0,0.057266851,48,0,0.459030277,4722,8,0,1,0,3
0,0.219995056,53,0,0.213822894,8333,6,0,1,0,2
1,0.912781737,51,3,0.924715565,4130,10,0,1,2,3
0,0.9999999,49,1,0.893092986,5602,7,0,2,0,0
0,0.5074985,24,0,0.264771213,2250,3,0,0,0,0
